X(mm),Y(mm),Z(mm)
-0.074569,851.090218,0.000000
-0.071928,850.660132,0.000000
-0.069357,850.230046,0.000000
-0.066856,849.799960,0.000000
-0.064423,849.369874,0.000000
-0.062057,848.939788,0.000000
-0.059757,848.509702,0.000000
-0.057520,848.079616,0.000000
-0.055347,847.649530,0.000000
-0.053237,847.219444,0.000000
-0.051187,846.789358,0.000000
-0.049196,846.359272,0.000000
-0.047264,845.929186,0.000000
-0.045390,845.499100,0.000000
-0.043572,845.069014,0.000000
-0.041809,844.638928,0.000000
-0.040100,844.208842,0.000000
-0.038444,843.778756,0.000000
-0.036840,843.348670,0.000000
-0.035287,842.918584,0.000000
-0.033783,842.488498,0.000000
-0.032328,842.058412,0.000000
-0.030921,841.628326,0.000000
-0.029559,841.198240,0.000000
-0.028244,840.768154,0.000000
-0.026973,840.338068,0.000000
-0.025746,839.907982,0.000000
-0.024561,839.477896,0.000000
-0.023417,839.047810,0.000000
-0.022314,838.617724,0.000000
-0.021251,838.187638,0.000000
-0.020226,837.757552,0.000000
-0.019239,837.327465,0.000000
-0.018288,836.897379,0.000000
-0.017374,836.467293,0.000000
-0.016494,836.037207,0.000000
-0.015648,835.607121,0.000000
-0.014835,835.177035,0.000000
-0.014055,834.746949,0.000000
-0.013306,834.316863,0.000000
-0.012587,833.886777,0.000000
-0.011898,833.456691,0.000000
-0.011238,833.026605,0.000000
-0.010606,832.596519,0.000000
-0.010001,832.166433,0.000000
-0.009423,831.736347,0.000000
-0.008870,831.306261,0.000000
-0.008342,830.876175,0.000000
-0.007838,830.446089,0.000000
-0.007357,830.016003,0.000000
-0.006900,829.585917,0.000000
-0.006463,829.155831,0.000000
-0.006048,828.725745,0.000000
-0.005654,828.295659,0.000000
-0.005279,827.865573,0.000000
-0.004924,827.435487,0.000000
-0.004586,827.005401,0.000000
-0.004267,826.575315,0.000000
-0.003965,826.145229,0.000000
-0.003679,825.715143,0.000000
-0.003409,825.285057,0.000000
-0.003154,824.854971,0.000000
-0.002914,824.424885,0.000000
-0.002688,823.994799,0.000000
-0.002476,823.564713,0.000000
-0.002276,823.134627,0.000000
-0.002090,822.704541,0.000000
-0.001914,822.274455,0.000000
-0.001751,821.844369,0.000000
-0.001598,821.414283,0.000000
-0.001455,820.984197,0.000000
-0.001322,820.554111,0.000000
-0.001199,820.124025,0.000000
-0.001085,819.693939,0.000000
-0.000979,819.263853,0.000000
-0.000881,818.833767,0.000000
-0.000791,818.403681,0.000000
-0.000707,817.973595,0.000000
-0.000631,817.543509,0.000000
-0.000561,817.113423,0.000000
-0.000498,816.683337,0.000000
-0.000439,816.253251,0.000000
-0.000387,815.823165,0.000000
-0.000339,815.393079,0.000000
-0.000295,814.962993,0.000000
-0.000257,814.532907,0.000000
-0.000222,814.102821,0.000000
-0.000191,813.672735,0.000000
-0.000163,813.242649,0.000000
-0.000138,812.812563,0.000000
-0.000117,812.382476,0.000000
-0.000098,811.952390,0.000000
-0.000081,811.522304,0.000000
-0.000067,811.092218,0.000000
-0.000055,810.662132,0.000000
-0.000044,810.232046,0.000000
-0.000035,809.801960,0.000000
-0.000028,809.371874,0.000000
-0.000022,808.941788,0.000000
-0.000017,808.511702,0.000000
-0.000012,808.081616,0.000000
-0.000009,807.651530,0.000000
-0.000007,807.221444,0.000000
-0.000005,806.791358,0.000000
-0.000003,806.361272,0.000000
-0.000002,805.931186,0.000000
-0.000001,805.501100,0.000000
-0.000001,805.071014,0.000000
-0.000000,804.640928,0.000000
-0.000000,804.210842,0.000000
-0.000000,803.780756,0.000000
-0.000000,803.350670,0.000000
-0.000000,802.920584,0.000000
-0.000000,802.490498,0.000000
-0.000000,802.060412,0.000000
0.000000,801.630326,0.000000
0.000000,801.200240,0.000000
0.000000,800.770154,0.000000
0.000000,800.340068,0.000000
0.000000,799.909982,0.000000
0.000000,799.479896,0.000000
0.000000,799.049810,0.000000
0.000000,798.619724,0.000000
0.000000,798.189638,0.000000
0.000000,797.759552,0.000000
0.000000,797.329466,0.000000
0.000000,796.899380,0.000000
0.000000,796.469294,0.000000
0.000000,796.039208,0.000000
0.000000,795.609122,0.000000
0.000000,795.179036,0.000000
0.000000,794.748950,0.000000
0.000000,794.318864,0.000000
0.000000,793.888778,0.000000
0.000000,793.458692,0.000000
0.000000,793.028606,0.000000
