===BEGIN_METADATA===
Test Type: Force Cycle,Force: 20N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 01,Time since Last Test: ~30min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
ICB-Sensor A's Latest Calibration: N/A, kA1: 1.0, dA1: 1.0, cA1: 1.0, kA2: 1.0, dA2: 1.0, cA2: 1.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
===END_METADATA===
===BEGIN_DATA===
Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
1161.988881,-0449247,-0553335,1161.988881,-0449247,-0553335,12:16:57.155741
1161.998914,-0449019,-0552409,1161.998914,-0449019,-0552409,12:16:57.156740
1162.008912,-0449732,-0553286,1162.008912,-0449732,-0553286,12:16:57.158744
1162.018911,-0448737,-0552684,1162.018911,-0448737,-0552684,12:16:57.158744
1162.028906,-0449539,-0552712,1162.028906,-0449539,-0552712,12:16:57.201726
1162.038945,-0449218,-0553246,1162.038945,-0449218,-0553246,12:16:57.202723
1162.048939,-0449012,-0552461,1162.048939,-0449012,-0552461,12:16:57.202723
1162.058936,-0449696,-0553201,1162.058936,-0449696,-0553201,12:16:57.204725
1162.068932,-0448822,-0552665,1162.068932,-0448822,-0552665,12:16:57.204725
1162.078931,-0449577,-0552888,1162.078931,-0449577,-0552888,12:16:57.247772
1162.089029,-0449287,-0553299,1162.089029,-0449287,-0553299,12:16:57.247772
1162.099037,-0449086,-0552452,1162.099037,-0449086,-0552452,12:16:57.247772
1162.109033,-0449687,-0553342,1162.109033,-0449687,-0553342,12:16:57.247772
1162.119030,-0448874,-0552725,1162.119030,-0448874,-0552725,12:16:57.294520
1162.129026,-0449553,-0552744,1162.129026,-0449553,-0552744,12:16:57.294520
1162.139057,-0449223,-0553172,1162.139057,-0449223,-0553172,12:16:57.294520
1162.149053,-0449103,-0552473,1162.149053,-0449103,-0552473,12:16:57.295521
1162.159047,-0449684,-0553320,1162.159047,-0449684,-0553320,12:16:57.295521
1162.169044,-0448793,-0552790,1162.169044,-0448793,-0552790,12:16:57.341439
1162.179075,-0449553,-0552934,1162.179075,-0449553,-0552934,12:16:57.341439
1162.189075,-0449259,-0553345,1162.189075,-0449259,-0553345,12:16:57.341439
1162.199103,-0449094,-0552355,1162.199103,-0449094,-0552355,12:16:57.341439
1162.209104,-0449689,-0553252,1162.209104,-0449689,-0553252,12:16:57.341439
1162.219103,-0448809,-0552787,1162.219103,-0448809,-0552787,12:16:57.388070
1162.229191,-0449514,-0552776,1162.229191,-0449514,-0552776,12:16:57.388070
1162.239186,-0449344,-0553419,1162.239186,-0449344,-0553419,12:16:57.389328
1162.249184,-0449125,-0552478,1162.249184,-0449125,-0552478,12:16:57.389328
1162.259180,-0449797,-0553337,1162.259180,-0449797,-0553337,12:16:57.390335
1162.269184,-0448918,-0552840,1162.269184,-0448918,-0552840,12:16:57.435763
1162.279219,-0449433,-0552653,1162.279219,-0449433,-0552653,12:16:57.435763
1162.289215,-0449236,-0553327,1162.289215,-0449236,-0553327,12:16:57.436764
1162.299244,-0449058,-0552427,1162.299244,-0449058,-0552427,12:16:57.436764
1162.309240,-0449632,-0553221,1162.309240,-0449632,-0553221,12:16:57.482599
1162.319270,-0448869,-0552817,1162.319270,-0448869,-0552817,12:16:57.482599
1162.329271,-0449660,-0552697,1162.329271,-0449660,-0552697,12:16:57.482599
1162.339267,-0449332,-0553271,1162.339267,-0449332,-0553271,12:16:57.482599
1162.349268,-0449025,-0552394,1162.349268,-0449025,-0552394,12:16:57.482599
1162.359267,-0449741,-0553186,1162.359267,-0449741,-0553186,12:16:57.530128
1162.369320,-0448805,-0552759,1162.369320,-0448805,-0552759,12:16:57.530128
1162.379321,-0449458,-0552685,1162.379321,-0449458,-0552685,12:16:57.530128
1162.389319,-0449313,-0553338,1162.389319,-0449313,-0553338,12:16:57.530128
1162.399343,-0449022,-0552419,1162.399343,-0449022,-0552419,12:16:57.530128
1162.409356,-0449667,-0553287,1162.409356,-0449667,-0553287,12:16:57.575725
1162.419386,-0448859,-0552845,1162.419386,-0448859,-0552845,12:16:57.575725
1162.429385,-0449529,-0552715,1162.429385,-0449529,-0552715,12:16:57.575725
1162.439379,-0449274,-0553411,1162.439379,-0449274,-0553411,12:16:57.575725
1162.449373,-0448982,-0552316,1162.449373,-0448982,-0552316,12:16:57.622444
1162.459412,-0449756,-0553222,1162.459412,-0449756,-0553222,12:16:57.622444
1162.469411,-0448773,-0552722,1162.469411,-0448773,-0552722,12:16:57.622444
1162.479410,-0449502,-0552618,1162.479410,-0449502,-0552618,12:16:57.622444
1162.489409,-0449367,-0553232,1162.489409,-0449367,-0553232,12:16:57.622444
1162.499429,-0449090,-0552528,1162.499429,-0449090,-0552528,12:16:57.669084
1162.509491,-0449682,-0553188,1162.509491,-0449682,-0553188,12:16:57.669084
1162.519488,-0448855,-0552788,1162.519488,-0448855,-0552788,12:16:57.670086
1162.529484,-0449513,-0552727,1162.529484,-0449513,-0552727,12:16:57.670086
1162.539486,-0449270,-0553359,1162.539486,-0449270,-0553359,12:16:57.670086
1162.549485,-0449134,-0552487,1162.549485,-0449134,-0552487,12:16:57.715709
1162.559515,-0449803,-0553245,1162.559515,-0449803,-0553245,12:16:57.715709
1162.569513,-0448857,-0552732,1162.569513,-0448857,-0552732,12:16:57.715709
1162.579507,-0449442,-0552751,1162.579507,-0449442,-0552751,12:16:57.715709
1162.589503,-0449302,-0553344,1162.589503,-0449302,-0553344,12:16:57.762920
1162.599539,-0449064,-0552483,1162.599539,-0449064,-0552483,12:16:57.763932
1162.609579,-0449711,-0553180,1162.609579,-0449711,-0553180,12:16:57.763932
1162.619573,-0448854,-0552854,1162.619573,-0448854,-0552854,12:16:57.764934
1162.629641,-0449519,-0552654,1162.629641,-0449519,-0552654,12:16:57.764934
1162.639667,-0449251,-0553318,1162.639667,-0449251,-0553318,12:16:57.810483
1162.649711,-0448995,-0552384,1162.649711,-0448995,-0552384,12:16:57.811489
1162.659713,-0449744,-0553196,1162.659713,-0449744,-0553196,12:16:57.811489
1162.669709,-0448924,-0552893,1162.669709,-0448924,-0552893,12:16:57.811489
1162.679708,-0449448,-0552780,1162.679708,-0449448,-0552780,12:16:57.811489
1162.689706,-0449334,-0553431,1162.689706,-0449334,-0553431,12:16:57.857727
1162.699739,-0449076,-0552414,1162.699739,-0449076,-0552414,12:16:57.857727
1162.709769,-0449723,-0553207,1162.709769,-0449723,-0553207,12:16:57.858732
1162.719766,-0448804,-0552910,1162.719766,-0448804,-0552910,12:16:57.858732
1162.729762,-0449495,-0552527,1162.729762,-0449495,-0552527,12:16:57.903631
1162.739824,-0449214,-0553444,1162.739824,-0449214,-0553444,12:16:57.904630
1162.749863,-0448849,-0552585,1162.749863,-0448849,-0552585,12:16:57.904630
1162.759860,-0449794,-0553137,1162.759860,-0449794,-0553137,12:16:57.905639
1162.769856,-0448905,-0552979,1162.769856,-0448905,-0552979,12:16:57.905639
1162.779857,-0449386,-0552496,1162.779857,-0449386,-0552496,12:16:57.951355
1162.789888,-0449283,-0553426,1162.789888,-0449283,-0553426,12:16:57.952350
1162.799889,-0448987,-0552457,1162.799889,-0448987,-0552457,12:16:57.952350
1162.809909,-0449777,-0553038,1162.809909,-0449777,-0553038,12:16:57.952350
1162.819921,-0448886,-0552794,1162.819921,-0448886,-0552794,12:16:57.952350
1162.829919,-0449424,-0552656,1162.829919,-0449424,-0552656,12:16:57.998572
1162.839981,-0449407,-0553433,1162.839981,-0449407,-0553433,12:16:57.998572
1162.849977,-0448905,-0552476,1162.849977,-0448905,-0552476,12:16:57.998572
1162.859973,-0449727,-0553174,1162.859973,-0449727,-0553174,12:16:57.998572
1162.869970,-0448799,-0552890,1162.869970,-0448799,-0552890,12:16:58.044990
1162.879965,-0449445,-0552571,1162.879965,-0449445,-0552571,12:16:58.044990
1162.890001,-0449277,-0553322,1162.890001,-0449277,-0553322,12:16:58.044990
1162.899995,-0448905,-0552572,1162.899995,-0448905,-0552572,12:16:58.044990
1162.910016,-0449664,-0553016,1162.910016,-0449664,-0553016,12:16:58.046412
1162.920015,-0448841,-0552982,1162.920015,-0448841,-0552982,12:16:58.091201
1162.930047,-0449345,-0552665,1162.930047,-0449345,-0552665,12:16:58.091201
1162.940049,-0449369,-0553379,1162.940049,-0449369,-0553379,12:16:58.092196
1162.950049,-0448820,-0552528,1162.950049,-0448820,-0552528,12:16:58.092196
1162.960046,-0449796,-0553144,1162.960046,-0449796,-0553144,12:16:58.093195
1162.970043,-0448844,-0552906,1162.970043,-0448844,-0552906,12:16:58.138196
1162.980073,-0449254,-0552572,1162.980073,-0449254,-0552572,12:16:58.138196
1162.990071,-0449279,-0553454,1162.990071,-0449279,-0553454,12:16:58.139195
1163.000068,-0448867,-0552414,1163.000068,-0448867,-0552414,12:16:58.139195
1163.010090,-0449627,-0553160,1163.010090,-0449627,-0553160,12:16:58.184107
1163.020182,-0448999,-0552885,1163.020182,-0448999,-0552885,12:16:58.184107
1163.030216,-0449319,-0552542,1163.030216,-0449319,-0552542,12:16:58.184107
1163.040211,-0449355,-0553460,1163.040211,-0449355,-0553460,12:16:58.185107
1163.050223,-0448889,-0552554,1163.050223,-0448889,-0552554,12:16:58.185107
1163.060234,-0449797,-0553090,1163.060234,-0449797,-0553090,12:16:58.232066
1163.070264,-0448880,-0553173,1163.070264,-0448880,-0553173,12:16:58.232066
1163.080276,-0449313,-0552497,1163.080276,-0449313,-0552497,12:16:58.232066
1163.090289,-0449395,-0553443,1163.090289,-0449395,-0553443,12:16:58.233066
1163.100287,-0448882,-0552495,1163.100287,-0448882,-0552495,12:16:58.233066
1163.110286,-0449710,-0553006,1163.110286,-0449710,-0553006,12:16:58.278184
1163.120364,-0448956,-0553093,1163.120364,-0448956,-0553093,12:16:58.278184
1163.130363,-0449352,-0552583,1163.130363,-0449352,-0552583,12:16:58.278184
1163.140357,-0449393,-0553533,1163.140357,-0449393,-0553533,12:16:58.278184
1163.150353,-0448931,-0552613,1163.150353,-0448931,-0552613,12:16:58.324059
1163.160430,-0449687,-0553185,1163.160430,-0449687,-0553185,12:16:58.324059
1163.170466,-0449052,-0553129,1163.170466,-0449052,-0553129,12:16:58.324059
1163.180463,-0449220,-0552518,1163.180463,-0449220,-0552518,12:16:58.324059
1163.190458,-0449422,-0553415,1163.190458,-0449422,-0553415,12:16:58.324059
1163.200452,-0448942,-0552533,1163.200452,-0448942,-0552533,12:16:58.371423
1163.210488,-0449744,-0553104,1163.210488,-0449744,-0553104,12:16:58.371423
1163.220513,-0448870,-0553043,1163.220513,-0448870,-0553043,12:16:58.371423
1163.230513,-0449254,-0552526,1163.230513,-0449254,-0552526,12:16:58.371423
1163.240511,-0449469,-0553393,1163.240511,-0449469,-0553393,12:16:58.372326
1163.250505,-0448761,-0552491,1163.250505,-0448761,-0552491,12:16:58.420218
1163.260537,-0449691,-0553077,1163.260537,-0449691,-0553077,12:16:58.420218
1163.270541,-0448995,-0552993,1163.270541,-0448995,-0552993,12:16:58.420218
1163.280538,-0449325,-0552556,1163.280538,-0449325,-0552556,12:16:58.420218
1163.290534,-0449404,-0553391,1163.290534,-0449404,-0553391,12:16:58.420218
1163.300530,-0448931,-0552597,1163.300530,-0448931,-0552597,12:16:58.465763
1163.310563,-0449634,-0553022,1163.310563,-0449634,-0553022,12:16:58.465763
1163.320591,-0449006,-0553109,1163.320591,-0449006,-0553109,12:16:58.465763
1163.330585,-0449243,-0552605,1163.330585,-0449243,-0552605,12:16:58.465763
1163.340581,-0449418,-0553500,1163.340581,-0449418,-0553500,12:16:58.510991
1163.350614,-0448734,-0552527,1163.350614,-0448734,-0552527,12:16:58.511895
1163.360617,-0449611,-0553177,1163.360617,-0449611,-0553177,12:16:58.511895
1163.370611,-0448978,-0553136,1163.370611,-0448978,-0553136,12:16:58.511895
1163.380608,-0449192,-0552544,1163.380608,-0449192,-0552544,12:16:58.511895
1163.390609,-0449455,-0553397,1163.390609,-0449455,-0553397,12:16:58.557619
1163.400643,-0448743,-0552572,1163.400643,-0448743,-0552572,12:16:58.557619
1163.410641,-0449806,-0552957,1163.410641,-0449806,-0552957,12:16:58.558725
1163.420663,-0448940,-0553072,1163.420663,-0448940,-0553072,12:16:58.558725
1163.430683,-0449261,-0552389,1163.430683,-0449261,-0552389,12:16:58.604216
1163.440714,-0449441,-0553456,1163.440714,-0449441,-0553456,12:16:58.606201
1163.450715,-0448855,-0552713,1163.450715,-0448855,-0552713,12:16:58.606201
1163.460721,-0449728,-0553094,1163.460721,-0449728,-0553094,12:16:58.606201
1163.470717,-0449008,-0552926,1163.470717,-0449008,-0552926,12:16:58.607308
1163.480716,-0449184,-0552575,1163.480716,-0449184,-0552575,12:16:58.650636
1163.490756,-0449459,-0553520,1163.490756,-0449459,-0553520,12:16:58.651648
1163.500752,-0448803,-0552599,1163.500752,-0448803,-0552599,12:16:58.651648
1163.510749,-0449683,-0552978,1163.510749,-0449683,-0552978,12:16:58.652729
1163.520748,-0448870,-0553046,1163.520748,-0448870,-0553046,12:16:58.652729
1163.530770,-0449328,-0552462,1163.530770,-0449328,-0552462,12:16:58.696774
1163.540805,-0449543,-0553416,1163.540805,-0449543,-0553416,12:16:58.697751
1163.550804,-0448804,-0552505,1163.550804,-0448804,-0552505,12:16:58.697751
1163.560799,-0449722,-0552886,1163.560799,-0449722,-0552886,12:16:58.697751
1163.570797,-0449083,-0553084,1163.570797,-0449083,-0553084,12:16:58.749186
1163.580832,-0449179,-0552604,1163.580832,-0449179,-0552604,12:16:58.749186
1163.590827,-0449367,-0553413,1163.590827,-0449367,-0553413,12:16:58.749186
1163.600822,-0448751,-0552492,1163.600822,-0448751,-0552492,12:16:58.749186
1163.610819,-0449735,-0553006,1163.610819,-0449735,-0553006,12:16:58.749186
1163.620815,-0449284,-0553061,1163.620815,-0449284,-0553061,12:16:58.790526
1163.630849,-0449284,-0552469,1163.630849,-0449284,-0552469,12:16:58.791526
1163.640871,-0449460,-0553501,1163.640871,-0449460,-0553501,12:16:58.792523
1163.650867,-0448829,-0552558,1163.650867,-0448829,-0552558,12:16:58.792523
1163.660866,-0449784,-0552992,1163.660866,-0449784,-0552992,12:16:58.792523
1163.670867,-0449046,-0553049,1163.670867,-0449046,-0553049,12:16:58.838988
1163.680902,-0449296,-0552520,1163.680902,-0449296,-0552520,12:16:58.838988
1163.690899,-0449487,-0553515,1163.690899,-0449487,-0553515,12:16:58.838988
1163.700893,-0448927,-0552543,1163.700893,-0448927,-0552543,12:16:58.838988
1163.710887,-0449648,-0553050,1163.710887,-0449648,-0553050,12:16:58.886927
1163.720960,-0449072,-0553147,1163.720960,-0449072,-0553147,12:16:58.888371
1163.731017,-0449254,-0552444,1163.731017,-0449254,-0552444,12:16:58.888371
1163.741011,-0449469,-0553343,1163.741011,-0449469,-0553343,12:16:58.888371
1163.751010,-0448854,-0552684,1163.751010,-0448854,-0552684,12:16:58.889445
1163.761007,-0449713,-0552985,1163.761007,-0449713,-0552985,12:16:58.930909
1163.771039,-0449040,-0553047,1163.771039,-0449040,-0553047,12:16:58.932908
1163.781035,-0449224,-0552355,1163.781035,-0449224,-0552355,12:16:58.932908
1163.791030,-0449511,-0553458,1163.791030,-0449511,-0553458,12:16:58.932908
1163.801026,-0448895,-0552691,1163.801026,-0448895,-0552691,12:16:58.932908
1163.811021,-0449641,-0553037,1163.811021,-0449641,-0553037,12:16:58.976341
1163.821054,-0449077,-0553190,1163.821054,-0449077,-0553190,12:16:58.977351
1163.831104,-0449167,-0552444,1163.831104,-0449167,-0552444,12:16:58.977351
1163.841122,-0449632,-0553414,1163.841122,-0449632,-0553414,12:16:58.977351
1163.851119,-0448828,-0552652,1163.851119,-0448828,-0552652,12:16:59.023596
1163.861151,-0449690,-0552964,1163.861151,-0449690,-0552964,12:16:59.024594
1163.871153,-0449091,-0553156,1163.871153,-0449091,-0553156,12:16:59.024594
1163.881151,-0449279,-0552451,1163.881151,-0449279,-0552451,12:16:59.024594
1163.891147,-0449515,-0553441,1163.891147,-0449515,-0553441,12:16:59.025593
1163.901146,-0448810,-0552566,1163.901146,-0448810,-0552566,12:16:59.071017
1163.911241,-0449680,-0552894,1163.911241,-0449680,-0552894,12:16:59.071017
1163.921243,-0449102,-0553200,1163.921243,-0449102,-0553200,12:16:59.071017
1163.931259,-0449092,-0552420,1163.931259,-0449092,-0552420,12:16:59.072035
1163.941283,-0449493,-0553407,1163.941283,-0449493,-0553407,12:16:59.072035
1163.951281,-0448777,-0552626,1163.951281,-0448777,-0552626,12:16:59.116318
1163.961311,-0449772,-0552857,1163.961311,-0449772,-0552857,12:16:59.116318
1163.971307,-0448932,-0553058,1163.971307,-0448932,-0553058,12:16:59.116318
1163.981303,-0449164,-0552486,1163.981303,-0449164,-0552486,12:16:59.117407
1163.991297,-0449572,-0553306,1163.991297,-0449572,-0553306,12:16:59.162691
1164.001327,-0448979,-0552560,1164.001327,-0448979,-0552560,12:16:59.162691
1164.011328,-0449752,-0553034,1164.011328,-0449752,-0553034,12:16:59.162691
1164.021329,-0449098,-0553101,1164.021329,-0449098,-0553101,12:16:59.163807
1164.031326,-0449239,-0552428,1164.031326,-0449239,-0552428,12:16:59.163807
1164.041361,-0449500,-0553298,1164.041361,-0449500,-0553298,12:16:59.209733
1164.051392,-0448820,-0552611,1164.051392,-0448820,-0552611,12:16:59.209733
1164.061393,-0449734,-0552956,1164.061393,-0449734,-0552956,12:16:59.209733
1164.071391,-0449225,-0553245,1164.071391,-0449225,-0553245,12:16:59.209733
1164.081388,-0449216,-0552531,1164.081388,-0449216,-0552531,12:16:59.255440
1164.091396,-0449554,-0553325,1164.091396,-0449554,-0553325,12:16:59.256442
1164.101432,-0448822,-0552624,1164.101432,-0448822,-0552624,12:16:59.256442
1164.111428,-0449748,-0552925,1164.111428,-0449748,-0552925,12:16:59.256442
1164.121424,-0449142,-0553316,1164.121424,-0449142,-0553316,12:16:59.256442
1164.131418,-0449228,-0552411,1164.131418,-0449228,-0552411,12:16:59.303619
1164.141448,-0449554,-0553389,1164.141448,-0449554,-0553389,12:16:59.303619
1164.151445,-0448808,-0552596,1164.151445,-0448808,-0552596,12:16:59.303619
1164.161439,-0449612,-0552798,1164.161439,-0449612,-0552798,12:16:59.303619
1164.171437,-0449046,-0553312,1164.171437,-0449046,-0553312,12:16:59.303619
1164.181434,-0449092,-0552379,1164.181434,-0449092,-0552379,12:16:59.349291
1164.191477,-0449545,-0553292,1164.191477,-0449545,-0553292,12:16:59.350289
1164.201473,-0448783,-0552598,1164.201473,-0448783,-0552598,12:16:59.350289
1164.211467,-0449594,-0552857,1164.211467,-0449594,-0552857,12:16:59.350289
1164.221464,-0449061,-0553149,1164.221464,-0449061,-0553149,12:16:59.395404
1164.231526,-0449139,-0552512,1164.231526,-0449139,-0552512,12:16:59.395404
1164.241584,-0449548,-0553416,1164.241584,-0449548,-0553416,12:16:59.395404
1164.251599,-0448755,-0552747,1164.251599,-0448755,-0552747,12:16:59.395404
1164.261596,-0449612,-0552756,1164.261596,-0449612,-0552756,12:16:59.396403
1164.271604,-0449147,-0553116,1164.271604,-0449147,-0553116,12:16:59.441386
1164.281635,-0449186,-0552457,1164.281635,-0449186,-0552457,12:16:59.441386
1164.291631,-0449592,-0553150,1164.291631,-0449592,-0553150,12:16:59.442641
1164.301627,-0448786,-0552700,1164.301627,-0448786,-0552700,12:16:59.442641
1164.311621,-0449575,-0552870,1164.311621,-0449575,-0552870,12:16:59.442641
1164.321616,-0449172,-0553148,1164.321616,-0449172,-0553148,12:16:59.488760
1164.331650,-0449111,-0552305,1164.331650,-0449111,-0552305,12:16:59.488760
1164.341666,-0449696,-0553276,1164.341666,-0449696,-0553276,12:16:59.488760
1164.351675,-0448862,-0552682,1164.351675,-0448862,-0552682,12:16:59.490154
1164.361673,-0449673,-0552830,1164.361673,-0449673,-0552830,12:16:59.534052
1164.371746,-0449178,-0553228,1164.371746,-0449178,-0553228,12:16:59.534052
1164.381770,-0449084,-0552391,1164.381770,-0449084,-0552391,12:16:59.534052
1164.391765,-0449555,-0553238,1164.391765,-0449555,-0553238,12:16:59.534052
1164.401760,-0448800,-0552606,1164.401760,-0448800,-0552606,12:16:59.534052
1164.411755,-0449652,-0552722,1164.411755,-0449652,-0552722,12:16:59.610813
1164.421828,-0449245,-0553331,1164.421828,-0449245,-0553331,12:16:59.610813
1164.431825,-0449201,-0552429,1164.431825,-0449201,-0552429,12:16:59.610813
1164.441821,-0449710,-0553319,1164.441821,-0449710,-0553319,12:16:59.611814
1164.451859,-0448759,-0552722,1164.451859,-0448759,-0552722,12:16:59.611814
1164.461863,-0449664,-0552711,1164.461863,-0449664,-0552711,12:16:59.611814
1164.471858,-0449136,-0553276,1164.471858,-0449136,-0553276,12:16:59.658992
1164.481932,-0449158,-0552402,1164.481932,-0449158,-0552402,12:16:59.658992
1164.491929,-0449639,-0553203,1164.491929,-0449639,-0553203,12:16:59.658992
1164.501937,-0448893,-0552741,1164.501937,-0448893,-0552741,12:16:59.659999
1164.511933,-0449670,-0552672,1164.511933,-0449670,-0552672,12:16:59.659999
1164.521935,-0449260,-0553218,1164.521935,-0449260,-0553218,12:16:59.659999
1164.531934,-0449073,-0552307,1164.531934,-0449073,-0552307,12:16:59.705202
1164.541994,-0449580,-0553307,1164.541994,-0449580,-0553307,12:16:59.705202
1164.552021,-0448791,-0552693,1164.552021,-0448791,-0552693,12:16:59.706212
1164.562022,-0449517,-0552864,1164.562022,-0449517,-0552864,12:16:59.706212
1164.572018,-0449223,-0553240,1164.572018,-0449223,-0553240,12:16:59.706212
1164.582013,-0449070,-0552432,1164.582013,-0449070,-0552432,12:16:59.751318
1164.592089,-0449689,-0553207,1164.592089,-0449689,-0553207,12:16:59.751318
1164.602090,-0448892,-0552701,1164.602090,-0448892,-0552701,12:16:59.751318
1164.612086,-0449596,-0552751,1164.612086,-0449596,-0552751,12:16:59.751318
1164.622082,-0449274,-0553197,1164.622082,-0449274,-0553197,12:16:59.751318
1164.632080,-0449033,-0552324,1164.632080,-0449033,-0552324,12:16:59.800872
1164.642114,-0449662,-0553214,1164.642114,-0449662,-0553214,12:16:59.800872
1164.652138,-0448935,-0552740,1164.652138,-0448935,-0552740,12:16:59.800872
1164.662158,-0449583,-0552663,1164.662158,-0449583,-0552663,12:16:59.801865
1164.672154,-0449295,-0553179,1164.672154,-0449295,-0553179,12:16:59.845774
1164.682192,-0448983,-0552472,1164.682192,-0448983,-0552472,12:16:59.845774
1164.692203,-0449685,-0553201,1164.692203,-0449685,-0553201,12:16:59.845774
1164.702199,-0448871,-0552831,1164.702199,-0448871,-0552831,12:16:59.845774
1164.712193,-0449525,-0552739,1164.712193,-0449525,-0552739,12:16:59.845774
1164.722187,-0449339,-0553208,1164.722187,-0449339,-0553208,12:16:59.894371
1164.732222,-0449068,-0552370,1164.732222,-0449068,-0552370,12:16:59.894371
1164.742218,-0449819,-0553157,1164.742218,-0449819,-0553157,12:16:59.894371
1164.752234,-0448718,-0552762,1164.752234,-0448718,-0552762,12:16:59.894371
1164.762245,-0449597,-0552691,1164.762245,-0449597,-0552691,12:16:59.894371
1164.772247,-0449254,-0553241,1164.772247,-0449254,-0553241,12:16:59.941324
1164.782279,-0448966,-0552410,1164.782279,-0448966,-0552410,12:16:59.942353
1164.792281,-0449640,-0553211,1164.792281,-0449640,-0553211,12:16:59.942353
1164.802277,-0448808,-0552715,1164.802277,-0448808,-0552715,12:16:59.942353
1164.812273,-0449555,-0552776,1164.812273,-0449555,-0552776,12:16:59.987869
1164.822271,-0449145,-0553406,1164.822271,-0449145,-0553406,12:16:59.987869
1164.832308,-0449167,-0552381,1164.832308,-0449167,-0552381,12:16:59.987869
1164.842302,-0449621,-0553268,1164.842302,-0449621,-0553268,12:16:59.988792
1164.852296,-0448867,-0552702,1164.852296,-0448867,-0552702,12:16:59.988792
1164.862328,-0449521,-0552578,1164.862328,-0449521,-0552578,12:17:00.034860
1164.872358,-0449296,-0553340,1164.872358,-0449296,-0553340,12:17:00.034860
1164.882355,-0448939,-0552504,1164.882355,-0448939,-0552504,12:17:00.034860
1164.892351,-0449726,-0553159,1164.892351,-0449726,-0553159,12:17:00.034860
1164.902349,-0448793,-0552811,1164.902349,-0448793,-0552811,12:17:00.034860
1164.912349,-0449488,-0552708,1164.912349,-0449488,-0552708,12:17:00.083916
1164.922439,-0449244,-0553321,1164.922439,-0449244,-0553321,12:17:00.085030
1164.932436,-0449033,-0552449,1164.932436,-0449033,-0552449,12:17:00.085030
1164.942439,-0449710,-0553170,1164.942439,-0449710,-0553170,12:17:00.085030
1164.952435,-0448807,-0552843,1164.952435,-0448807,-0552843,12:17:00.085030
1164.962462,-0449446,-0552731,1164.962462,-0449446,-0552731,12:17:00.130105
1164.972496,-0449322,-0553343,1164.972496,-0449322,-0553343,12:17:00.131102
1164.982495,-0448901,-0552397,1164.982495,-0448901,-0552397,12:17:00.131102
1164.992491,-0449695,-0553144,1164.992491,-0449695,-0553144,12:17:00.131102
1165.002487,-0448725,-0552759,1165.002487,-0448725,-0552759,12:17:00.176783
1165.012520,-0449371,-0552739,1165.012520,-0449371,-0552739,12:17:00.177878
1165.022523,-0449257,-0553329,1165.022523,-0449257,-0553329,12:17:00.177878
1165.032520,-0449084,-0552463,1165.032520,-0449084,-0552463,12:17:00.177878
1165.042514,-0449792,-0553250,1165.042514,-0449792,-0553250,12:17:00.177878
1165.052510,-0449339,-0552835,1165.052510,-0449339,-0552835,12:17:00.222813
1165.062541,-0449339,-0552725,1165.062541,-0449339,-0552725,12:17:00.222813
1165.072552,-0449252,-0553269,1165.072552,-0449252,-0553269,12:17:00.222813
1165.082546,-0449030,-0552433,1165.082546,-0449030,-0552433,12:17:00.224060
1165.092542,-0449689,-0553240,1165.092542,-0449689,-0553240,12:17:00.224060
1165.102537,-0448865,-0552926,1165.102537,-0448865,-0552926,12:17:00.269451
1165.112569,-0449447,-0552660,1165.112569,-0449447,-0552660,12:17:00.269451
1165.122568,-0449218,-0553372,1165.122568,-0449218,-0553372,12:17:00.270449
1165.132564,-0448975,-0552551,1165.132564,-0448975,-0552551,12:17:00.270449
1165.142560,-0449748,-0553276,1165.142560,-0449748,-0553276,12:17:00.315133
1165.152595,-0448741,-0552912,1165.152595,-0448741,-0552912,12:17:00.316126
1165.162614,-0449439,-0552800,1165.162614,-0449439,-0552800,12:17:00.316126
1165.172612,-0449320,-0553378,1165.172612,-0449320,-0553378,12:17:00.316126
1165.182608,-0448935,-0552597,1165.182608,-0448935,-0552597,12:17:00.316126
1165.192606,-0449718,-0553288,1165.192606,-0449718,-0553288,12:17:00.360442
1165.202640,-0448865,-0552978,1165.202640,-0448865,-0552978,12:17:00.360442
1165.212637,-0449438,-0552675,1165.212637,-0449438,-0552675,12:17:00.361718
1165.222633,-0449183,-0553547,1165.222633,-0449183,-0553547,12:17:00.362735
1165.232627,-0449047,-0552526,1165.232627,-0449047,-0552526,12:17:00.407374
1165.242699,-0449702,-0553324,1165.242699,-0449702,-0553324,12:17:00.407374
1165.252728,-0448850,-0552917,1165.252728,-0448850,-0552917,12:17:00.407374
1165.262756,-0449463,-0552692,1165.262756,-0449463,-0552692,12:17:00.408646
1165.272801,-0449356,-0553406,1165.272801,-0449356,-0553406,12:17:00.409653
