===BEGIN_METADATA===
Test Type: Force Cycle,Force: 20N,Cycles: 100,Dwell Time: 1sec,Tool Accuracy: +/-0.05N
Test Number in Session: 01,Time since Last Test: ~30min
Number of ICB-Sensors: 1,Sensor Label(s): A
ICB-Sensor A's Serial#: 001,Length: 100mm,Spacing: 40mm,Saturation Load: 70N,Factor of Safety at Saturation: 1.5
ICB-Sensor A's Latest Calibration: N/A, kA1: 1.0, dA1: 1.0, cA1: 1.0, kA2: 1.0, dA2: 1.0, cA2: 1.0
Analog-to-Digital Converter: ADS1220,Mode: Turbo,Data Rate: DR_90SPS,Analog Excitation/Reference Voltage: 5.1V +/-2mV
DAQ Microcontroller: Arduino Nano ESP32,ID: Hi-STIFFS_Nano,CPU Clock: 240MHz,Cores: 2,Data-stream Connection: Wi-Fi
===END_METADATA===
===BEGIN_DATA===
Time_A,Strain_A1_raw,Strain_A2_raw,Time_B,Strain_B1_raw,Strain_B2_raw,Current_Time
258.529486,-0449092,-0552738,258.529486,-0449092,-0552738,12:01:53.686539
258.539485,-0449706,-0552414,258.539485,-0449706,-0552414,12:01:53.686539
258.549481,-0449539,-0553118,258.549481,-0449539,-0553118,12:01:53.731841
258.559514,-0449235,-0552319,258.559514,-0449235,-0552319,12:01:53.731841
258.569512,-0449986,-0553038,258.569512,-0449986,-0553038,12:01:53.731841
258.579511,-0449063,-0552768,258.579511,-0449063,-0552768,12:01:53.731841
258.589510,-0449734,-0552483,258.589510,-0449734,-0552483,12:01:53.778553
258.599578,-0449549,-0553204,258.599578,-0449549,-0553204,12:01:53.779543
258.609613,-0449118,-0552177,258.609613,-0449118,-0552177,12:01:53.779543
258.619637,-0449952,-0552980,258.619637,-0449952,-0552980,12:01:53.779543
258.629631,-0449182,-0552750,258.629631,-0449182,-0552750,12:01:53.779543
258.639625,-0449672,-0552483,258.639625,-0449672,-0552483,12:01:53.824447
258.649655,-0449508,-0553141,258.649655,-0449508,-0553141,12:01:53.825452
258.659651,-0449198,-0552164,258.659651,-0449198,-0552164,12:01:53.825452
258.669664,-0449964,-0552759,258.669664,-0449964,-0552759,12:01:53.825452
258.679663,-0448977,-0552721,258.679663,-0448977,-0552721,12:01:53.825452
258.689666,-0449544,-0552345,258.689666,-0449544,-0552345,12:01:53.871464
258.699702,-0449410,-0553191,258.699702,-0449410,-0553191,12:01:53.871464
258.709701,-0448969,-0552238,258.709701,-0448969,-0552238,12:01:53.871464
258.719737,-0449931,-0553065,258.719737,-0449931,-0553065,12:01:53.871464
258.729731,-0449103,-0552737,258.729731,-0449103,-0552737,12:01:53.917882
258.739798,-0449489,-0552488,258.739798,-0449489,-0552488,12:01:53.917882
258.749813,-0449492,-0553195,258.749813,-0449492,-0553195,12:01:53.917882
258.759811,-0449135,-0552253,258.759811,-0449135,-0552253,12:01:53.917882
258.769805,-0449857,-0552937,258.769805,-0449857,-0552937,12:01:53.917882
258.779801,-0448989,-0552567,258.779801,-0448989,-0552567,12:01:53.964769
258.789833,-0449529,-0552280,258.789833,-0449529,-0552280,12:01:53.966201
258.799830,-0449495,-0553151,258.799830,-0449495,-0553151,12:01:53.966201
258.809828,-0449056,-0552153,258.809828,-0449056,-0552153,12:01:53.966201
258.819844,-0449834,-0552836,258.819844,-0449834,-0552836,12:01:53.966201
258.829861,-0448995,-0552817,258.829861,-0448995,-0552817,12:01:54.012037
258.839893,-0449478,-0552280,258.839893,-0449478,-0552280,12:01:54.013034
258.849894,-0449462,-0553164,258.849894,-0449462,-0553164,12:01:54.013034
258.859888,-0449023,-0552271,258.859888,-0449023,-0552271,12:01:54.013034
258.869886,-0449834,-0552857,258.869886,-0449834,-0552857,12:01:54.058562
258.879931,-0448975,-0552673,258.879931,-0448975,-0552673,12:01:54.059569
258.889931,-0449425,-0552307,258.889931,-0449425,-0552307,12:01:54.059569
258.899931,-0449505,-0553098,258.899931,-0449505,-0553098,12:01:54.059569
258.909926,-0449077,-0552293,258.909926,-0449077,-0552293,12:01:54.059569
258.919924,-0449868,-0552856,258.919924,-0449868,-0552856,12:01:54.104440
258.930025,-0449037,-0552763,258.930025,-0449037,-0552763,12:01:54.105440
258.940028,-0449529,-0552358,258.940028,-0449529,-0552358,12:01:54.105440
258.950024,-0449539,-0553101,258.950024,-0449539,-0553101,12:01:54.105440
258.960054,-0449002,-0552139,258.960054,-0449002,-0552139,12:01:54.106435
258.970067,-0449870,-0552873,258.970067,-0449870,-0552873,12:01:54.150962
258.980098,-0448919,-0552718,258.980098,-0448919,-0552718,12:01:54.151962
258.990094,-0449468,-0552234,258.990094,-0449468,-0552234,12:01:54.151962
259.000091,-0449491,-0553153,259.000091,-0449491,-0553153,12:01:54.151962
259.010092,-0448901,-0552207,259.010092,-0448901,-0552207,12:01:54.195403
259.020125,-0449710,-0552680,259.020125,-0449710,-0552680,12:01:54.196400
259.030171,-0448865,-0552660,259.030171,-0448865,-0552660,12:01:54.196400
259.040170,-0449366,-0552166,259.040170,-0449366,-0552166,12:01:54.196400
259.050165,-0449436,-0553066,259.050165,-0449436,-0553066,12:01:54.196400
259.060163,-0448964,-0552181,259.060163,-0448964,-0552181,12:01:54.242719
259.070196,-0449876,-0552693,259.070196,-0449876,-0552693,12:01:54.243714
259.080208,-0449127,-0552692,259.080208,-0449127,-0552692,12:01:54.243714
259.090207,-0449399,-0552232,259.090207,-0449399,-0552232,12:01:54.243714
259.100207,-0449537,-0553146,259.100207,-0449537,-0553146,12:01:54.289270
259.110267,-0448881,-0552200,259.110267,-0448881,-0552200,12:01:54.289270
259.120301,-0449840,-0552722,259.120301,-0449840,-0552722,12:01:54.290199
259.130329,-0448994,-0552722,259.130329,-0448994,-0552722,12:01:54.290199
259.140324,-0449408,-0552245,259.140324,-0449408,-0552245,12:01:54.290199
259.150320,-0449484,-0553079,259.150320,-0449484,-0553079,12:01:54.336844
259.160354,-0448929,-0552181,259.160354,-0448929,-0552181,12:01:54.336844
259.170354,-0449774,-0552747,259.170354,-0449774,-0552747,12:01:54.336844
259.180352,-0448993,-0552749,259.180352,-0448993,-0552749,12:01:54.337842
259.190348,-0449324,-0552275,259.190348,-0449324,-0552275,12:01:54.337842
259.200347,-0449527,-0553180,259.200347,-0449527,-0553180,12:01:54.383236
259.210382,-0448972,-0552255,259.210382,-0448972,-0552255,12:01:54.384234
259.220382,-0449601,-0552754,259.220382,-0449601,-0552754,12:01:54.385232
259.230407,-0448891,-0552739,259.230407,-0448891,-0552739,12:01:54.385232
259.240401,-0449281,-0552184,259.240401,-0449281,-0552184,12:01:54.429135
259.250475,-0449432,-0552894,259.250475,-0449432,-0552894,12:01:54.429135
259.260500,-0448784,-0552208,259.260500,-0448784,-0552208,12:01:54.430136
259.270497,-0449773,-0552660,259.270497,-0449773,-0552660,12:01:54.430136
259.280510,-0448927,-0552673,259.280510,-0448927,-0552673,12:01:54.430136
259.290508,-0449336,-0552226,259.290508,-0449336,-0552226,12:01:54.475433
259.300560,-0449475,-0552952,259.300560,-0449475,-0552952,12:01:54.475433
259.310556,-0448939,-0552129,259.310556,-0448939,-0552129,12:01:54.475433
259.320574,-0449882,-0552711,259.320574,-0449882,-0552711,12:01:54.476431
259.330588,-0449012,-0552626,259.330588,-0449012,-0552626,12:01:54.476431
259.340598,-0449184,-0552159,259.340598,-0449184,-0552159,12:01:54.520451
259.350631,-0449511,-0553017,259.350631,-0449511,-0553017,12:01:54.520451
259.360634,-0448964,-0552308,259.360634,-0448964,-0552308,12:01:54.520451
259.370631,-0449887,-0552672,259.370631,-0449887,-0552672,12:01:54.520451
259.380625,-0449367,-0552676,259.380625,-0449367,-0552676,12:01:54.568142
259.390656,-0449367,-0552063,259.390656,-0449367,-0552063,12:01:54.569140
259.400654,-0449508,-0553114,259.400654,-0449508,-0553114,12:01:54.569140
259.410649,-0448781,-0552164,259.410649,-0448781,-0552164,12:01:54.569140
259.420646,-0449690,-0552592,259.420646,-0449690,-0552592,12:01:54.569140
259.430643,-0449059,-0552849,259.430643,-0449059,-0552849,12:01:54.616108
259.440685,-0449333,-0552145,259.440685,-0449333,-0552145,12:01:54.616108
259.450682,-0449472,-0553002,259.450682,-0449472,-0553002,12:01:54.616108
259.460676,-0448893,-0552188,259.460676,-0448893,-0552188,12:01:54.616108
259.470672,-0449710,-0552534,259.470672,-0449710,-0552534,12:01:54.660753
259.480680,-0448865,-0552651,259.480680,-0448865,-0552651,12:01:54.661750
259.490711,-0449348,-0552062,259.490711,-0449348,-0552062,12:01:54.661750
259.500710,-0449440,-0553116,259.500710,-0449440,-0553116,12:01:54.661750
259.510709,-0448835,-0552273,259.510709,-0448835,-0552273,12:01:54.661750
259.520703,-0449779,-0552686,259.520703,-0449779,-0552686,12:01:54.707235
259.530736,-0449031,-0552627,259.530736,-0449031,-0552627,12:01:54.707235
259.540763,-0449218,-0552104,259.540763,-0449218,-0552104,12:01:54.708234
259.550757,-0449486,-0552979,259.550757,-0449486,-0552979,12:01:54.708234
259.560753,-0448797,-0552219,259.560753,-0448797,-0552219,12:01:54.708234
259.570751,-0449697,-0552492,259.570751,-0449697,-0552492,12:01:54.753143
259.580840,-0449012,-0552667,259.580840,-0449012,-0552667,12:01:54.754141
259.590834,-0449145,-0552059,259.590834,-0449145,-0552059,12:01:54.754141
259.600831,-0449372,-0553046,259.600831,-0449372,-0553046,12:01:54.754141
259.610825,-0448859,-0552242,259.610825,-0448859,-0552242,12:01:54.799622
259.620882,-0449845,-0552689,259.620882,-0449845,-0552689,12:01:54.799622
259.630916,-0449038,-0552805,259.630916,-0449038,-0552805,12:01:54.800630
259.640939,-0449164,-0552100,259.640939,-0449164,-0552100,12:01:54.800630
259.650937,-0449497,-0553037,259.650937,-0449497,-0553037,12:01:54.800630
259.660936,-0448797,-0552242,259.660936,-0448797,-0552242,12:01:54.846538
259.670969,-0449756,-0552621,259.670969,-0449756,-0552621,12:01:54.846538
259.680978,-0448939,-0552832,259.680978,-0448939,-0552832,12:01:54.846538
259.690979,-0449184,-0552138,259.690979,-0449184,-0552138,12:01:54.846538
259.700979,-0449511,-0552979,259.700979,-0449511,-0552979,12:01:54.847540
259.710980,-0448879,-0552145,259.710980,-0448879,-0552145,12:01:54.893601
259.721013,-0449628,-0552595,259.721013,-0449628,-0552595,12:01:54.893601
259.731012,-0449131,-0552698,259.731012,-0449131,-0552698,12:01:54.893601
259.741036,-0449178,-0552076,259.741036,-0449178,-0552076,12:01:54.893601
259.751039,-0449505,-0553012,259.751039,-0449505,-0553012,12:01:54.939980
259.761073,-0448696,-0552257,259.761073,-0448696,-0552257,12:01:54.939980
259.771072,-0449702,-0552558,259.771072,-0449702,-0552558,12:01:54.939980
259.781069,-0449050,-0552735,259.781069,-0449050,-0552735,12:01:54.939980
259.791065,-0449139,-0552133,259.791065,-0449139,-0552133,12:01:54.939980
259.801064,-0449536,-0552947,259.801064,-0449536,-0552947,12:01:54.985030
259.811094,-0448758,-0552163,259.811094,-0448758,-0552163,12:01:54.985030
259.821089,-0449654,-0552564,259.821089,-0449654,-0552564,12:01:54.988370
259.831085,-0449032,-0552797,259.831085,-0449032,-0552797,12:01:54.988370
259.841080,-0449118,-0552015,259.841080,-0449118,-0552015,12:01:54.988370
259.851102,-0449385,-0552944,259.851102,-0449385,-0552944,12:01:55.031443
259.861138,-0448854,-0552192,259.861138,-0448854,-0552192,12:01:55.032458
259.871133,-0449683,-0552532,259.871133,-0449683,-0552532,12:01:55.032458
259.881129,-0449094,-0552667,259.881129,-0449094,-0552667,12:01:55.032458
259.891140,-0449190,-0552015,259.891140,-0449190,-0552015,12:01:55.081032
259.901175,-0449529,-0552915,259.901175,-0449529,-0552915,12:01:55.083064
259.911173,-0448736,-0552284,259.911173,-0448736,-0552284,12:01:55.083064
259.921170,-0449619,-0552531,259.921170,-0449619,-0552531,12:01:55.083064
259.931166,-0449038,-0552695,259.931166,-0449038,-0552695,12:01:55.083064
259.941167,-0449081,-0552007,259.941167,-0449081,-0552007,12:01:55.125780
259.951207,-0449510,-0552988,259.951207,-0449510,-0552988,12:01:55.126810
259.961207,-0448831,-0552268,259.961207,-0448831,-0552268,12:01:55.126810
259.971200,-0449631,-0552496,259.971200,-0449631,-0552496,12:01:55.126810
259.981196,-0449073,-0552702,259.981196,-0449073,-0552702,12:01:55.126810
259.991193,-0449242,-0551985,259.991193,-0449242,-0551985,12:01:55.173607
260.001226,-0449562,-0552884,260.001226,-0449562,-0552884,12:01:55.174629
260.011225,-0448719,-0552256,260.011225,-0448719,-0552256,12:01:55.174629
260.021221,-0449683,-0552441,260.021221,-0449683,-0552441,12:01:55.175637
260.031215,-0449024,-0552765,260.031215,-0449024,-0552765,12:01:55.219517
260.041269,-0449189,-0552135,260.041269,-0449189,-0552135,12:01:55.219517
260.051290,-0449412,-0552886,260.051290,-0449412,-0552886,12:01:55.219517
260.061286,-0448660,-0552377,260.061286,-0448660,-0552377,12:01:55.220808
260.071280,-0449555,-0552432,260.071280,-0449555,-0552432,12:01:55.220808
260.081274,-0448973,-0552904,260.081274,-0448973,-0552904,12:01:55.265974
260.091311,-0449014,-0551969,260.091311,-0449014,-0551969,12:01:55.265974
260.101313,-0449585,-0552980,260.101313,-0449585,-0552980,12:01:55.265974
260.111307,-0448694,-0552164,260.111307,-0448694,-0552164,12:01:55.265974
260.121303,-0449669,-0552355,260.121303,-0449669,-0552355,12:01:55.267224
260.131299,-0449105,-0552820,260.131299,-0449105,-0552820,12:01:55.315326
260.141330,-0449050,-0552030,260.141330,-0449050,-0552030,12:01:55.316357
260.151350,-0449629,-0552883,260.151350,-0449629,-0552883,12:01:55.316357
260.161356,-0448856,-0552250,260.161356,-0448856,-0552250,12:01:55.316357
260.171350,-0449604,-0552395,260.171350,-0449604,-0552395,12:01:55.358904
260.181424,-0449046,-0552708,260.181424,-0449046,-0552708,12:01:55.359816
260.191452,-0449002,-0551990,260.191452,-0449002,-0551990,12:01:55.359816
260.201450,-0449653,-0552915,260.201450,-0449653,-0552915,12:01:55.359816
260.211484,-0448769,-0552289,260.211484,-0448769,-0552289,12:01:55.359816
260.221516,-0449653,-0552381,260.221516,-0449653,-0552381,12:01:55.407332
260.231560,-0449012,-0552760,260.231560,-0449012,-0552760,12:01:55.407332
260.241558,-0449058,-0551964,260.241558,-0449058,-0551964,12:01:55.408326
260.251572,-0449582,-0552845,260.251572,-0449582,-0552845,12:01:55.408326
260.261585,-0448684,-0552381,260.261585,-0448684,-0552381,12:01:55.408326
260.271580,-0449493,-0552380,260.271580,-0449493,-0552380,12:01:55.455426
260.281612,-0449108,-0552800,260.281612,-0449108,-0552800,12:01:55.455426
260.291623,-0448909,-0552033,260.291623,-0448909,-0552033,12:01:55.455426
260.301620,-0449591,-0552843,260.301620,-0449591,-0552843,12:01:55.455426
260.311618,-0448787,-0552251,260.311618,-0448787,-0552251,12:01:55.500755
260.321613,-0449519,-0552458,260.321613,-0449519,-0552458,12:01:55.501747
260.331647,-0449204,-0552899,260.331647,-0449204,-0552899,12:01:55.501747
260.341641,-0449067,-0551905,260.341641,-0449067,-0551905,12:01:55.501747
260.351635,-0449542,-0552754,260.351635,-0449542,-0552754,12:01:55.503746
260.361659,-0448642,-0552262,260.361659,-0448642,-0552262,12:01:55.549905
260.371691,-0449603,-0552311,260.371691,-0449603,-0552311,12:01:55.549905
260.381692,-0449054,-0552823,260.381692,-0449054,-0552823,12:01:55.549905
260.391688,-0449127,-0551941,260.391688,-0449127,-0551941,12:01:55.549905
260.401683,-0449546,-0552777,260.401683,-0449546,-0552777,12:01:55.549905
260.411683,-0448706,-0552200,260.411683,-0448706,-0552200,12:01:55.596482
260.421777,-0449502,-0552263,260.421777,-0449502,-0552263,12:01:55.596482
260.431777,-0449145,-0552775,260.431777,-0449145,-0552775,12:01:55.596482
260.441776,-0449013,-0552039,260.441776,-0449013,-0552039,12:01:55.596482
260.451773,-0449567,-0552821,260.451773,-0449567,-0552821,12:01:55.596482
260.461799,-0448714,-0552339,260.461799,-0448714,-0552339,12:01:55.641687
260.471829,-0449468,-0552294,260.471829,-0449468,-0552294,12:01:55.644155
260.481825,-0449054,-0552682,260.481825,-0449054,-0552682,12:01:55.645125
260.491834,-0449069,-0552031,260.491834,-0449069,-0552031,12:01:55.645125
260.501837,-0449603,-0552883,260.501837,-0449603,-0552883,12:01:55.690253
260.511869,-0448743,-0552269,260.511869,-0448743,-0552269,12:01:55.690253
260.521864,-0449518,-0552285,260.521864,-0449518,-0552285,12:01:55.691272
260.531861,-0449045,-0552740,260.531861,-0449045,-0552740,12:01:55.691272
260.541863,-0449001,-0551966,260.541863,-0449001,-0551966,12:01:55.694283
260.551862,-0449422,-0552801,260.551862,-0449422,-0552801,12:01:55.736038
260.561895,-0448753,-0552294,260.561895,-0448753,-0552294,12:01:55.736038
260.571891,-0449387,-0552280,260.571891,-0449387,-0552280,12:01:55.736959
260.581886,-0449102,-0552859,260.581886,-0449102,-0552859,12:01:55.736959
260.591884,-0448975,-0551932,260.591884,-0448975,-0551932,12:01:55.736959
260.601883,-0449609,-0552810,260.601883,-0449609,-0552810,12:01:55.781899
260.611915,-0448654,-0552293,260.611915,-0448654,-0552293,12:01:55.781899
260.621915,-0449500,-0552283,260.621915,-0449500,-0552283,12:01:55.781899
260.631909,-0449036,-0552885,260.631909,-0449036,-0552885,12:01:55.781899
260.641903,-0449002,-0551980,260.641903,-0449002,-0551980,12:01:55.830374
260.651933,-0449553,-0552626,260.651933,-0449553,-0552626,12:01:55.830374
260.661961,-0448685,-0552304,260.661961,-0448685,-0552304,12:01:55.830374
260.671966,-0449412,-0552398,260.671966,-0449412,-0552398,12:01:55.830374
260.681965,-0449162,-0552906,260.681965,-0449162,-0552906,12:01:55.830374
260.691978,-0448916,-0552032,260.691978,-0448916,-0552032,12:01:55.877098
260.702062,-0449568,-0552771,260.702062,-0449568,-0552771,12:01:55.877098
260.712059,-0448709,-0552311,260.712059,-0448709,-0552311,12:01:55.877098
260.722055,-0449327,-0552308,260.722055,-0449327,-0552308,12:01:55.880118
260.732051,-0449221,-0552822,260.732051,-0449221,-0552822,12:01:55.880118
260.742046,-0448918,-0551633,260.742046,-0448918,-0551633,12:01:55.923723
260.752078,-0445691,-0548282,260.752078,-0445691,-0548282,12:01:55.924698
260.762079,-0434983,-0542209,260.762079,-0434983,-0542209,12:01:55.924698
260.772104,-0424543,-0536393,260.772104,-0424543,-0536393,12:01:55.924698
260.782101,-0413055,-0530999,260.782101,-0413055,-0530999,12:01:55.970961
260.792153,-0401294,-0523980,260.792153,-0401294,-0523980,12:01:55.970961
260.802156,-0390383,-0518803,260.802156,-0390383,-0518803,12:01:55.970961
260.812152,-0377816,-0512213,260.812152,-0377816,-0512213,12:01:55.970961
260.822149,-0366844,-0506026,260.822149,-0366844,-0506026,12:01:55.970961
260.832145,-0355022,-0500655,260.832145,-0355022,-0500655,12:01:56.016402
260.842199,-0343014,-0493771,260.842199,-0343014,-0493771,12:01:56.016402
260.852202,-0332050,-0488219,260.852202,-0332050,-0488219,12:01:56.016402
260.862197,-0319362,-0481815,260.862197,-0319362,-0481815,12:01:56.016402
260.872220,-0308666,-0475654,260.872220,-0308666,-0475654,12:01:56.016402
260.882217,-0296582,-0470291,260.882217,-0296582,-0470291,12:01:56.064691
260.892249,-0284738,-0463263,260.892249,-0284738,-0463263,12:01:56.064691
260.902256,-0273706,-0457980,260.902256,-0273706,-0457980,12:01:56.066055
260.912252,-0261096,-0451516,260.912252,-0261096,-0451516,12:01:56.066055
260.922248,-0250101,-0445118,260.922248,-0250101,-0445118,12:01:56.110618
260.932325,-0238139,-0439596,260.932325,-0238139,-0439596,12:01:56.110618
260.942351,-0225860,-0432532,260.942351,-0225860,-0432532,12:01:56.111710
260.952350,-0214595,-0426993,260.952350,-0214595,-0426993,12:01:56.111710
260.962347,-0201620,-0420332,260.962347,-0201620,-0420332,12:01:56.111710
260.972370,-0190324,-0413956,260.972370,-0190324,-0413956,12:01:56.157914
260.982400,-0178523,-0408703,260.982400,-0178523,-0408703,12:01:56.157914
260.992396,-0166803,-0401706,260.992396,-0166803,-0401706,12:01:56.157914
261.002393,-0155898,-0396410,261.002393,-0155898,-0396410,12:01:56.157914
261.012389,-0143296,-0389754,261.012389,-0143296,-0389754,12:01:56.157914
261.022388,-0131993,-0383303,261.022388,-0131993,-0383303,12:01:56.208206
261.032421,-0119456,-0377774,261.032421,-0119456,-0377774,12:01:56.208206
261.042424,-0107161,-0370646,261.042424,-0107161,-0370646,12:01:56.209513
261.052421,-0095810,-0365006,261.052421,-0095810,-0365006,12:01:56.209513
261.062452,-0082866,-0358469,261.062452,-0082866,-0358469,12:01:56.209513
261.072476,-0071598,-0351880,261.072476,-0071598,-0351880,12:01:56.252907
261.082506,-0059331,-0346485,261.082506,-0059331,-0346485,12:01:56.252907
261.092505,-0046844,-0339187,261.092505,-0046844,-0339187,12:01:56.252907
261.102515,-0035674,-0333594,261.102515,-0035674,-0333594,12:01:56.252907
261.112511,-0022879,-0327169,261.112511,-0022879,-0327169,12:01:56.300701
261.122544,-0011595,-0320942,261.122544,-0011595,-0320942,12:01:56.300701
261.132543,+0000354,-0315433,261.132543,+0000354,-0315433,12:01:56.300701
261.142537,+0012546,-0308369,261.142537,+0012546,-0308369,12:01:56.300701
261.152534,+0023577,-0303067,261.152534,+0023577,-0303067,12:01:56.301694
